username, created_at, lng, lat, text
megan4361, Mon Apr 20 00:21:15 +0000 2020, -90.108205, 29.837246, Jared has to be thrown away now, he really just told me he didn’t know there was hidden mickeys throughout disney world 🤦🏽‍♀️ 
mikesweatlock, Mon Apr 20 00:21:15 +0000 2020, -80.864556, 35.568434, @david_houtz And it’s free 
joehiokelly, Mon Apr 20 00:21:15 +0000 2020, -82.388215, 36.344741, @JSalata @Rae3Martin @DeralBrown HE WAS SO SURE OF IT 
CoachGalvani, Mon Apr 20 00:21:15 +0000 2020, -80.631132, 35.401981, @CJ_OTB2 Definitely 
sararararah___, Mon Apr 20 00:21:16 +0000 2020, -97.754724, 30.323346, toddlers are just tiny tasmanian devils in skin suits 
Lindasantangel1, Mon Apr 20 00:21:16 +0000 2020, -73.968542, 40.780709, @MichaelGalanin Amazing 🤗🌍 
Lost_Relic, Mon Apr 20 00:21:16 +0000 2020, -73.849441, 40.850347, @XOYamiOX Facts!! Haha 
MzWorldTraveler, Mon Apr 20 00:21:16 +0000 2020, -80.233328, 25.782353, Gimme dat FOOD. #90dayfiance 
TheLifeOfWiz, Mon Apr 20 00:21:16 +0000 2020, -74.304651, 40.436870, @bighenny5 😂😂😂💯 
A_Alqahtani11, Mon Apr 20 00:21:16 +0000 2020, -77.152221, 38.768867, @ii_nq1 @aud_krr @Modhi_44 @my_problem1 في الصميم الرد 😂😂😂😂👍🏻 https://t.co/WPfAT6ja9e 
BigGloHendrix, Mon Apr 20 00:21:16 +0000 2020, -115.234435, 36.018805, Please help us 
_briefbarf_, Mon Apr 20 00:21:16 +0000 2020, -97.754724, 30.323346, This is a VERY DARK prophecy, but one every thinking person should consider. 
holden_holden29, Mon Apr 20 00:21:16 +0000 2020, -100.076888, 31.168893, @chuckwoolery Fake news 🤥🤥🤥🤥🤥🤥 
CMQ19_95, Mon Apr 20 00:21:16 +0000 2020, -77.384597, 39.043189, A other shot before we kiss eachother. 
JPeralesOTE, Mon Apr 20 00:21:16 +0000 2020, -97.432425, 27.737151, @XSaenz_20 @NomarSaenz20 
amcelroy1, Mon Apr 20 00:21:16 +0000 2020, -74.678677, 41.021610, Murphy said, “folks should assume we’re going to have to gut programs.”“we are going to have challenges, and then… https://t.co/TRY3fnn3vv 
dino301_music, Mon Apr 20 00:21:16 +0000 2020, -76.785957, 38.887889, My girlfriend real live my bestfriend. That’s crazy lol 
Sotos72, Mon Apr 20 00:21:16 +0000 2020, -87.997808, 42.011932, So who's cuming over?😏🙂👊 
imxginephoto, Mon Apr 20 00:21:16 +0000 2020, -95.057125, 29.665807, @LyricaLemonade when y’all gonna put out some lemonade tho😔i’d drink it 24/7 
desidee95, Mon Apr 20 00:21:16 +0000 2020, -74.184848, 40.734494, Because of people like you! 
shaystubbornass, Mon Apr 20 00:21:16 +0000 2020, -76.922485, 38.962636, I really been sleep in my sisters bed all day . This sleeping shit is even getting boring . 
dfrontier_12, Mon Apr 20 00:21:16 +0000 2020, -87.982156, 41.967728, @Mosny_2 @dmooch21 Yeah 8 our time 
Freckles_692, Mon Apr 20 00:21:16 +0000 2020, -82.985772, 39.994684, I’m crying, you’re crying. We’re all crying ❤️😭 
GatorBoxx, Mon Apr 20 00:21:16 +0000 2020, -83.117296, 41.366495, Get em! 
__kire, Mon Apr 20 00:21:16 +0000 2020, -73.968542, 40.780709, Lmfaoooo meeee 
ntracy82, Mon Apr 20 00:21:16 +0000 2020, -73.948775, 40.655138, Im glad Todd is standing his ground when it comes to Mama Joyce! 👏🏾👏🏾👏🏾👏🏾 #RHOA 
1charvo, Mon Apr 20 00:21:16 +0000 2020, -83.173867, 32.678207, 🤝🤝🤝 
Nae_Buckz, Mon Apr 20 00:21:17 +0000 2020, -75.375914, 39.849025, - dtfo 🙄🙄 
RekklezzRyRy, Mon Apr 20 00:21:17 +0000 2020, -95.446486, 29.838495, @BoujieeeBtch some shit we’ll do 😂 
ArchRivalSTL, Mon Apr 20 00:21:17 +0000 2020, -90.247824, 38.653771, Before we couldn’t hit each other any more, a legendary charter was formed for our #ArchNemisis - check out the ann… https://t.co/9pgPpITe4R 
brianatennis, Mon Apr 20 00:21:17 +0000 2020, -93.463637, 37.125845, I drive an SUV and it cost $13 to fill up today so that was nice. 
MonaKinkCurlz, Mon Apr 20 00:21:17 +0000 2020, -74.232784, 40.725694, @Phllp_Wnslw Cuz Netflix dont promote the niqqer shows 
Learjetjockey, Mon Apr 20 00:21:17 +0000 2020, -116.334545, 33.707729, Crazy experience 
clairelowe, Mon Apr 20 00:21:17 +0000 2020, -74.612245, 39.389770, @AreEyeDouble Ragnarok is definitely Top 5. I would say Winter Soldier, Endgame/Infinity wars, Capt. Marvel or Guardians of the Galaxy 1 
ZaeGoddess, Mon Apr 20 00:21:17 +0000 2020, -117.319871, 34.057348, @keekthePOET 😂😂😂😂 
_doubleLL, Mon Apr 20 00:21:17 +0000 2020, -90.178629, 30.001244, Wtf ! 
Grimmmichael42, Mon Apr 20 00:21:17 +0000 2020, -110.766885, 32.272047, @Cevenstashmere Because NBA live is just as bad 
jesusvalenzuelx, Mon Apr 20 00:21:17 +0000 2020, -107.342056, 24.662488, Las buxhionas de CLN cuando salgan de cuarentena a ver a sus xoxos 
chrisisaidwhat, Mon Apr 20 00:21:17 +0000 2020, -118.411907, 34.020789, If anything this pandemic has showed me many people lack critical thinking skills and I hope they hear common sense… https://t.co/bwtQ9SwRH0 
gary_pecinovsky, Mon Apr 20 00:21:17 +0000 2020, -93.389864, 41.938228, Watching Game 7 n my heart is beating fast  .damn we need real baseball back 
EliiManny, Mon Apr 20 00:21:17 +0000 2020, -87.732013, 41.833585, @ItsKingsWorld Nene was reading ... she clearly was in the green 
Javii_aiir, Mon Apr 20 00:21:17 +0000 2020, -115.223125, 36.232915, I keep forgetting I’ve seen Metallica live 🙃 thank u baby @maaaria_sanchez 
gallegosr, Mon Apr 20 00:21:17 +0000 2020, -99.454676, 27.532077, @billplante @democrats @TeamPelosi Republicans wanted to pass a clean bill w/o earmarks for pork (ie., Kennedy Cent… https://t.co/CncGgvccsJ 
0mgia, Mon Apr 20 00:21:17 +0000 2020, -80.122355, 26.301198, Daddy yankee and Nicky Jam. 
SANURAOFFICIAL, Mon Apr 20 00:21:17 +0000 2020, -118.411907, 34.020789, @classicheaux Alicia!! 
Coach_TashaRCV, Mon Apr 20 00:21:17 +0000 2020, -96.959664, 32.595264, @Cernyn1 All my girls end of qualifying for academic scholarships, work study and or Texas Grant. They more than li… https://t.co/WD84be6JX8 
Lakewood_AD, Mon Apr 20 00:21:17 +0000 2020, -83.191991, 42.141334, @4LeafCloverGirl One of my proudest #daddysgirl moments https://t.co/Kn1psDBuWJ 
_kiddvisions, Mon Apr 20 00:21:17 +0000 2020, -83.099288, 42.352787, what to tweet what to tweet https://t.co/LLthU8GNGN 
DJTGIF, Mon Apr 20 00:21:18 +0000 2020, -75.770041, 42.746617, I remember some girl bagged me by asking for my number to DJ a future event... I texted her like “so what type of… https://t.co/kE4rQ0auZ9 
mhuntone, Mon Apr 20 00:21:18 +0000 2020, -77.572455, 43.211767, @brettgobe @MLB @whitesox @chicagobulls There was already a #30for30 about that exact story and it was amazing!! 😂 
abbygov, Mon Apr 20 00:21:18 +0000 2020, -95.466035, 29.707684, @GeraldMcCockin1 this is a screenshot from a Riverdale stan account, i didn’t even seen he responded until like 10… https://t.co/Wn3j80RVIg 
ohmuffins, Mon Apr 20 00:21:18 +0000 2020, -119.306608, 37.269176, The rage on some of the protesters’ faces. Wow. Nurses are keeping us alive! Respect them! 
DubA_EmCee, Mon Apr 20 00:21:18 +0000 2020, -71.315972, 41.487167, @Hammer_311 @peekaboobeats haha i seent dat! spicy 🌶 set! 
ughitschas, Mon Apr 20 00:21:18 +0000 2020, -95.192680, 29.972668, I’ve always thought about this, like I’m terrified of Gen Alpha...they’re relentless 😬💆🏻‍♀️ 
kasforpres2030, Mon Apr 20 00:21:18 +0000 2020, -76.934487, 38.996971, 🔥🔥🔥 
JosephYaden, Mon Apr 20 00:21:18 +0000 2020, -84.517077, 39.029941, @Yinyangfooey @mistermegative Oh man, I don’t even think I have that. 🤔 
rubiefedeerre, Mon Apr 20 00:21:18 +0000 2020, -111.498181, 28.969863, #NeverForget @LeyendasPodcast @ElBadiablo @NingunEduardo https://t.co/BVAPoTrCDh 
jass_rene, Mon Apr 20 00:21:18 +0000 2020, -97.169156, 31.547449, Blissful.🤍 https://t.co/SLvkhWEQNN 
pgreenberger, Mon Apr 20 00:21:18 +0000 2020, -77.014398, 38.898603, @jigolden @ColinCrowell @wexler @Drizly They have started posting YT videos but I’m not expecting any ad revenue anytime soon. 
alecondaaa, Mon Apr 20 00:21:18 +0000 2020, -97.754724, 30.323346, iyla - California (Official Music Video) https://t.co/6H7b4KmzuJ via @YouTube 
wordmadefresh, Mon Apr 20 00:21:18 +0000 2020, -73.945333, 40.755194, Happy born day to #illmatic ... released this day in 1994, it still stands as one of the greatest albums EVER. 🎤🎤🎤… https://t.co/18PBvEfhLb 
coolnerdyates, Mon Apr 20 00:21:18 +0000 2020, -90.310671, 38.680694, Good drop $250,002.#NBCTheWall 
chelordz17, Mon Apr 20 00:21:19 +0000 2020, -109.103726, 25.921947, Se preocupan más por el mitote de JD Pantoja que por el Coronavirus 😂 
imPatrickT, Mon Apr 20 00:21:19 +0000 2020, -79.272570, 43.629311, Finn’s creative growth is so damn inspiring. This video is better than some top level tech reviewers out there. C… https://t.co/2dG7it0kHo 
_youlovekaaye, Mon Apr 20 00:21:19 +0000 2020, -84.270277, 33.726083, Y’all I had some steak , rice , corn &amp;&amp; some fresh bread get Hip ! 
NancyVaz_Films, Mon Apr 20 00:21:19 +0000 2020, -74.184848, 40.734494, @AmericanLotus29 @LeslyeJoyAllen @MikePuenteNews @justmarla724 @timothy_m_nolan @CFitz_ @everythingro @DeManeDavis… https://t.co/wMthEXDBbq 
LoveMe_4eva, Mon Apr 20 00:21:19 +0000 2020, -95.446486, 29.838495, Took a long walk , showered now back in bed 
aceisjoy, Mon Apr 20 00:21:19 +0000 2020, -79.861034, 35.170499, So I don't have ESPN and I'm gonna miss this MJ thing 😠 
agonzales__, Mon Apr 20 00:21:19 +0000 2020, -117.104989, 32.810012, I should be downtown whippin on the way to you 
UltralghtScheme, Mon Apr 20 00:21:19 +0000 2020, -84.563414, 33.811316, @MoseForPrez2020 The way that dress huggin Taylor rooks lil rolls 😫😫😫 
EclecticFairy, Mon Apr 20 00:21:19 +0000 2020, -79.784330, 36.100990, Blue Kyanite with Quartz from BrazilAligns chakras automatically and immediately. Brings calm and tranquility to… https://t.co/wRMHHmzWvW 
JRBrowne_MDiv, Mon Apr 20 00:21:19 +0000 2020, -77.604684, 41.117936, @FredTJoseph They wouldn't make it to the steps. They'd be dead long before that... 
estoyconbukele, Mon Apr 20 00:21:19 +0000 2020, -79.420865, 38.003376, @waraujo64 Otro Chele @waraujo64 Ellos Les Encanta Ya Les Quedan Menos Días 
Shawty__Tee, Mon Apr 20 00:21:19 +0000 2020, -80.166071, 25.955323, @the3rd305 Old man 
MarkD629, Mon Apr 20 00:21:19 +0000 2020, -79.462762, 36.124538, I mean, they are good looking dogs ladies 
2Cool4U731, Mon Apr 20 00:21:19 +0000 2020, -90.011008, 29.982601, i don't know what to eat 
KalEl02931697, Mon Apr 20 00:21:19 +0000 2020, -100.270474, 25.736715, Me late que habrá muchos Cuarentenos en Diciembre 😂😂😂 https://t.co/vQXXgdEUNA 
lisadeyarmond, Mon Apr 20 00:21:20 +0000 2020, -97.256632, 37.550570, @jdawsey1 @gtconway3d Don’t go ruining a good story with facts! 
momothagr8, Mon Apr 20 00:21:20 +0000 2020, -97.011168, 32.655678, @Godsperfectionz @swiffmontana__ yea bc i thought he was like calling him names and criticizing him that he was depressed 
athugslady, Mon Apr 20 00:21:20 +0000 2020, -75.117998, 40.004866, Bitch I start hearing voices nope . 
maxomai, Mon Apr 20 00:21:20 +0000 2020, -122.630908, 45.536402, Sixteen Candles because I'm ancient. But this one was fun. 
beerwhisperer, Mon Apr 20 00:21:20 +0000 2020, -97.684122, 30.657512, And on the seventh day God said damn, can we just have a cocktail? 
BoweryUnion, Mon Apr 20 00:21:19 +0000 2020, -73.952032, 40.793531, Today was a great day to go to the #centralpark, practice social distancing and take in its beauty. We dropped into… https://t.co/pUbO6QjefP 
BriannaaBrownn, Mon Apr 20 00:21:20 +0000 2020, -96.397150, 42.473947, Loyalty Out Values Everything 
Highlan63620036, Mon Apr 20 00:21:20 +0000 2020, -117.017630, 32.769690, @DivaLolita6 @mehiba2 @TeamTrump @KatrinaPierson @TimMurtaugh @CLewandowski_ You did the right thing all Americans… https://t.co/WOoU1zoMgn 
c_saums, Mon Apr 20 00:21:20 +0000 2020, -90.000000, 33.000000, This is the FIRST TIME IN 20 YEARS that I’ve been able to make Winnie’s pound cake and it didn’t stick!!! It’s perf… https://t.co/J8wjG3tqbm 
Emilnem, Mon Apr 20 00:21:20 +0000 2020, -122.520727, 37.986542, @CravenMike https://t.co/r7OCQhvdSO 
edcalle, Mon Apr 20 00:21:20 +0000 2020, -80.457202, 25.671741, @NewsFlashExtra @ChrisMo37540912 Swamp 
WolfPakClothing, Mon Apr 20 00:21:20 +0000 2020, -78.853563, 42.896230, lil q drip action 💧 
mixtapeminimus1, Mon Apr 20 00:21:20 +0000 2020, -82.669467, 40.365160, @LillaBleu https://t.co/w90JtFoMvY 
Pintographer, Mon Apr 20 00:21:20 +0000 2020, -122.818486, 49.111519, @Violetmyers1fan Dont use skip unless you want your money and product stolen 
berthyman, Mon Apr 20 00:21:20 +0000 2020, -93.105649, 44.941516, @AriCohn @fakeaarontweets @Communism_Kills If anybody knows, it's you. 
gileyal, Mon Apr 20 00:21:21 +0000 2020, -74.032258, 40.746380, @TheGlozi אשתי הסירה לי אחרי החתונה 
StylesByMemo_, Mon Apr 20 00:21:20 +0000 2020, -95.446486, 29.838495, Holla at ya boy https://t.co/DOv1U5Vs9y 
KisslingerWx, Mon Apr 20 00:21:20 +0000 2020, -75.770041, 42.746617, #Tornado Debris Signiture North of Angie, #MS &amp; is now moving towards Purvis, MS. This is in Lamar County. #MS https://t.co/rEeVYVkbte 
MichMeddings, Mon Apr 20 00:21:21 +0000 2020, -78.108659, 44.729422, My condolences to her family, friends and colleagues. 
Bboyhannibal, Mon Apr 20 00:21:21 +0000 2020, -75.117998, 40.004866, @NewbyPumper This Jordan documentary coming on you trying to watch it? 
RecParkSF, Mon Apr 20 00:21:21 +0000 2020, -122.435979, 37.770657, Streets in the area will be closed as needed, and police will patrol the area, citing people who gather if necessar… https://t.co/ojOCmIb562 
_Josh_Campbell, Mon Apr 20 00:21:21 +0000 2020, -86.142922, 39.779562, The  @Colts need to find who threw this so we have a franchise qb for the next 15 years 
TGierczic, Mon Apr 20 00:21:21 +0000 2020, -115.038337, 36.006256, Don’t believe the lies 
aziaticblack, Mon Apr 20 00:21:21 +0000 2020, -122.435979, 37.770657, Was asked if I’m habesha 3X in 3 days gotta be a new record. 
jackydeezsteez, Mon Apr 20 00:21:21 +0000 2020, -87.732013, 41.833585, i feel like i’ve been waiting for this documentary my entire life 
RoyalTHIGHness4, Mon Apr 20 00:21:21 +0000 2020, -97.751377, 28.409949, I need to buy a new charger 😭 
Robderbs, Mon Apr 20 00:21:21 +0000 2020, -73.897240, 41.251326, It’s so obvious the announcers want the Oilers to win this game #EDMVSNYI #StanleyCup #1983 
Narda1, Mon Apr 20 00:21:21 +0000 2020, -118.918886, 34.188478, https://t.co/Q0DlnMELHt 
lavishniya_, Mon Apr 20 00:21:21 +0000 2020, -86.680738, 32.576227, https://t.co/sbVTXCgZys 
futuretwunk, Mon Apr 20 00:21:21 +0000 2020, -77.014398, 38.898603, Did we ever get to the bottom of whether or not Martha Mitchell was actually kidnapped or if Paula Abdul was actually in a plane crash? 
elPeterMunoz, Mon Apr 20 00:21:22 +0000 2020, -111.007450, 30.762014, "¿estás haciendo ejercicio? Se te nota."Más chiveado no me podía poner 🤭 
ApsLongfellow, Mon Apr 20 00:21:21 +0000 2020, -106.681868, 35.011513, This week is Longfellow's Spirit Week! Our Longfellow Literacy Team Out this together for us so we can continue our… https://t.co/UifkW5jidF 
MikeRalph62, Mon Apr 20 00:21:22 +0000 2020, -77.604684, 41.117936, @herosnvrdie69 Yes Political who needs them 🇺🇸💪 
mojobaal, Mon Apr 20 00:21:22 +0000 2020, -149.758794, 61.235042, Takes more effort than licking bread or boots! Lol 
JuliaWall97, Mon Apr 20 00:21:22 +0000 2020, -71.242072, 42.394453, I spent all of Aries season inside when I should have been out there devouring the very world itself. Tragic. I’d like a refund. 
Professor_Doc, Mon Apr 20 00:21:22 +0000 2020, -86.180257, 39.877604, We put together an old British classic...Bangers and Mash with a classic Onion Gravy and a fun twist on the sausage… https://t.co/Ynnr1CLPqy 
juliezigman, Mon Apr 20 00:21:22 +0000 2020, -87.732013, 41.833585, i miss jaredddd 
305Sportss, Mon Apr 20 00:21:22 +0000 2020, -80.233328, 25.782353, Espin’s Top-3 Safeties in the 2020 NFL Draft.https://t.co/ZvclKwkhCo 
TheOriginalGen, Mon Apr 20 00:21:22 +0000 2020, -82.669467, 40.365160, Lisa looks even older and more ET like with that shawl on her head #90DayFiance https://t.co/TrcQm66y9O 
Rayna_Dolores, Mon Apr 20 00:21:22 +0000 2020, -121.873730, 37.331159, I need tacos, cuddles, neck kisses &amp; that cherry blow pop more than ever right now. 
Nicoledignan173, Mon Apr 20 00:21:22 +0000 2020, -81.764660, 41.387839, Can I just have one day to relax? No, ok😔 
RockstarFindR, Mon Apr 20 00:21:22 +0000 2020, -96.148893, 41.165470, Right! @falsejudgements @MichaelCohen212 @POTUS @neprisonreform @NebPrisonReform @FAMMFoundation @Justice_Podcast… https://t.co/x7yV9HREtH 
ryan39mittel, Mon Apr 20 00:21:22 +0000 2020, -80.149173, 26.150368, Ok @MikeGarafolo it’s time to clear your desk 
Morgan01Paige, Mon Apr 20 00:21:22 +0000 2020, -98.319925, 38.498196, Lol I have the worst taste. 
johnwalterseip, Mon Apr 20 00:21:22 +0000 2020, -83.377181, 42.484279, @Klondikebar hello I bought some of the Heath Variety &amp; it's actually just 6 plain KlondikesStill good but not what we wanted 
mixedbyillusion, Mon Apr 20 00:21:22 +0000 2020, -80.285189, 26.078170, Three shows I look forward to during the week-Westworld -Black Clover-Tower Of God 
hicknews, Mon Apr 20 00:21:22 +0000 2020, -93.266252, 36.654839, @BrianMoler https://t.co/jN8KuHHC45 
usa4, Mon Apr 20 00:21:22 +0000 2020, -122.453206, 37.806122, Always look for your next puff. Pleasantly wound on 9m kite &amp; foil as seabreeze  fluctuates https://t.co/vAi1xCsh4x 
melitarodrigue2, Mon Apr 20 00:21:22 +0000 2020, -80.368565, 25.746940, How crazy is it that I did my hair and make-up for a virtual graduation video that lasted 10s 🤯#FIUCLASS2020#COVID19 #PantherPride #PawsUp 
SarcasticLibra8, Mon Apr 20 00:21:22 +0000 2020, -118.480420, 34.022688, Great show today @_DishinDays! 👏🏻 So nice to see @missyreeves4 @matthew_ashford and @carlivatiron take the time to… https://t.co/IU0qvoYZ0i 
Kcarlossss, Mon Apr 20 00:21:22 +0000 2020, -74.010886, 40.787365, The ppl in DMs about this game still haven’t made their 800.... where ya money at? LMAOO 
Joseph89999971, Mon Apr 20 00:21:22 +0000 2020, -117.462698, 34.108160, half oz of master bubba kush reserve shelf growers la klippers 175 half oz I get it for 90 bucks my cousin is one o… https://t.co/JFaXm7kTkj 
_Nishaaaaaaa, Mon Apr 20 00:21:22 +0000 2020, -98.520057, 33.926420, You still mad? 
IanZandi, Mon Apr 20 00:21:22 +0000 2020, -118.411907, 34.020789, @b3OC Did it not go through?? I thought I sent em a few weeks ago haha. Damn I’ll try sending agan tonight 
roses___x3, Mon Apr 20 00:21:23 +0000 2020, -74.413644, 40.572405, Vibe 🥺 
wolleey, Mon Apr 20 00:21:23 +0000 2020, -95.446486, 29.838495, @Sxmto_ For speaking the truth? 
BigTash, Mon Apr 20 00:21:23 +0000 2020, -97.754724, 30.323346, Dang my sister has the chops! She cut my hair today! 🤯I haven’t had a trim in over a year! 
Oilerdawg, Mon Apr 20 00:21:22 +0000 2020, -95.326899, 29.547885, Credit to @hendrockography https://t.co/4RgMm3OdA9 
Abd0aldar, Mon Apr 20 00:21:23 +0000 2020, -85.565688, 42.290524, واخيرا شبعت من الصبح وانا ابلع اكل 🤤🤤 
_Jazmine5, Mon Apr 20 00:21:23 +0000 2020, -100.076888, 31.168893, @_chandni17 Thanks b🥰🥰🥰 
kenl0re, Mon Apr 20 00:21:23 +0000 2020, -95.446486, 29.838495, currently stressed out about the fence i chose to put around my home in ACNH 
MckeeverRusty, Mon Apr 20 00:21:23 +0000 2020, -80.761158, 41.097471, @BurdsIVue Ohio is well past it,outsiders don’t realize it’s a football state first and foremost. 
RodUchies, Mon Apr 20 00:21:23 +0000 2020, -117.294096, 34.134925, 👀👀 I mean I’m feeling the Dino takeover @Cal 🤷🏽‍♂️ 
LaChinitaChloe, Mon Apr 20 00:21:23 +0000 2020, -121.238088, 37.816454, but nobody feels like youuuuu 
W_Landaeta11, Mon Apr 20 00:21:23 +0000 2020, -87.747965, 43.748559, I don’t fuck with nobody but you 
KBSeauxluxe, Mon Apr 20 00:21:23 +0000 2020, -95.446486, 29.838495, I’m just like girl she goes too far... I never talk about ppls infertility issues and shit that’s.. smh 
tmj_san_health, Mon Apr 20 00:21:23 +0000 2020, -117.113349, 33.021899, This job is now open at CVS Health in #SanDiego, CA. Follow us and turn on mobile alerts to hear about jobs like th… https://t.co/BAvEyH1oKM 
amandaxjane, Mon Apr 20 00:21:23 +0000 2020, -95.446486, 29.838495, @QuanFlix_ Lmao, they def don’t hate you. They just like taking advantage of you. You do not need to be providing a… https://t.co/AbQYk5ZduG 
mrintimidator88, Mon Apr 20 00:21:23 +0000 2020, -81.469684, 28.586642, Wow https://t.co/0EOA8HHpNb 
iamtommyrizzuto, Mon Apr 20 00:21:23 +0000 2020, -89.812994, 30.227542, Quarantine does something to people 💀😅 https://t.co/WdJ2haMOhw 
jhaviersanjuan, Mon Apr 20 00:21:23 +0000 2020, -100.482749, 25.583500, La entiendo, yo también di la cola por amor. https://t.co/1de06IdLse 
Kel_the_donn, Mon Apr 20 00:21:23 +0000 2020, -73.831187, 40.670879, @_nossy_d 🔥 
noahesprecion, Mon Apr 20 00:21:23 +0000 2020, -157.937057, 21.404041, @nicolearielx3 Of course!! 🤣🤣 
HCAFloridaJobs, Mon Apr 20 00:21:23 +0000 2020, -80.343591, 26.772739, Want to work in Loxahatchee, FL? View our latest opening: https://t.co/GDUnFVeVur #Nurselife #Nurse 
GilesSnyder, Mon Apr 20 00:21:23 +0000 2020, -77.985267, 39.460648, @robertgp421 https://t.co/WJgmgIhC4X 
davidrsloan, Mon Apr 20 00:21:23 +0000 2020, -78.895441, 35.990983, @SportsCenter YEAH that COUNTS. 
emmybris2, Mon Apr 20 00:21:23 +0000 2020, -82.669467, 40.365160, Me showing my mom my room after rearranging it every *4* days during quarantine. https://t.co/6WUql6zGOK 
kevindlv, Mon Apr 20 00:21:23 +0000 2020, -118.411907, 34.020789, @SeanYoo ... yeah that ain’t happenin. watch it with the commercials if you wanna be part of the zeitgeist 
evandeneykel, Mon Apr 20 00:21:24 +0000 2020, -79.957910, 37.274489, @LauraRbnsn @OpusPublicum @emuehlbe @IanNelsonMills *sociopaths 
tmj_CA_neuro, Mon Apr 20 00:21:24 +0000 2020, -119.417932, 36.778261, This Physician / Surgeon.Neurology.General Neurology job might be a great fit for you. Click the link in our bio to… https://t.co/5Q1j6iH2PS 
LastNameBvnks, Mon Apr 20 00:21:23 +0000 2020, -118.411907, 34.020789, rookie of the year 💫 @Jumpman23 https://t.co/FaPMgBCnJv 
GiaannaaS, Mon Apr 20 00:21:24 +0000 2020, -122.362414, 37.948843, @UglyAssTerrell on every single  song 😂💯 
dildohoe, Mon Apr 20 00:21:23 +0000 2020, -73.968542, 40.780709, Made her from scratch... book me! https://t.co/RrvTaHRVIu 
AtlantaProduct, Mon Apr 20 00:21:24 +0000 2020, -110.915573, 32.189391, 💀💀😂😂 https://t.co/e8SsjxxUDv 
dylan_clowser98, Mon Apr 20 00:21:24 +0000 2020, -79.420865, 38.003376, that’s it cutting my hair all the way off i can’t take this 😐 
stexramos, Mon Apr 20 00:21:24 +0000 2020, -96.761753, 32.819858, NOSSAS BRIGAS DURAM MENIS QUE 5 MINUTOS BASTA UM@TOQUE SEU PRA ME ACAMAR 
mrorangevale, Mon Apr 20 00:21:24 +0000 2020, -121.225009, 38.677822, That's the same face he makes on his knees in front of Putin. 
ThomasM67065901, Mon Apr 20 00:21:24 +0000 2020, -85.768241, 37.822244, @ChrisJZullo @realDonaldTrump Sure u would we aunt Gona fall far that Truck Mitch has got the Power to stand agains… https://t.co/IumWv8vKld 
cowgirl19114, Mon Apr 20 00:21:24 +0000 2020, -75.117998, 40.004866, @RFDTVAmerican @TysonDurfey 2015 https://t.co/MLkKgYz7PA 
CTRLALTIDK, Mon Apr 20 00:21:24 +0000 2020, -73.849441, 40.850347, @DCnumerology How you ain’t got sagg up here 
southernlady_13, Mon Apr 20 00:21:24 +0000 2020, -92.257150, 34.788087, Amerika covid-19 i bi şekilde atlatıcak, bu ülkede çok güzel insanlar var. Bu dayanışma ve yardımlaşma ruhu herşeyi aşıcak.. 
SashaLaurel, Mon Apr 20 00:21:24 +0000 2020, -76.593943, 24.074967, United in love and service.Created by Lynette Lockhart🇧🇸💪🏾 https://t.co/Jfkb9iKksN 
JimH1923, Mon Apr 20 00:21:24 +0000 2020, -118.918886, 34.188478, @HeiseyTerry 😁😁😁😁 
goth_peachy, Mon Apr 20 00:21:24 +0000 2020, -77.711296, 39.609345, MUST BE 18 TO ENTER 
DaveChoate, Mon Apr 20 00:21:24 +0000 2020, -73.135176, 41.316085, @BradFieldWx @tpaparazzo Connecticut has already made its decision. I preferred the Ohio Governor as well. If the D… https://t.co/KlvBACtG90 
_MiamiRaised, Mon Apr 20 00:21:24 +0000 2020, -80.263517, 26.124507, Wait what 😭😭😭😭 
MasterOnsang, Mon Apr 20 00:21:24 +0000 2020, -80.177668, 25.905606, @JuJuV17 @DMarcquez Agree 
iam_MuffBerrry, Mon Apr 20 00:21:24 +0000 2020, -83.574671, 41.656590, Push and push and push... I done fell over the edge now.. GOOD JOB ! 
barbiebrox, Mon Apr 20 00:21:24 +0000 2020, -89.135170, 41.346671, @JoeBiden No thanks. I remember your non-Response to H1N1. 60 million in US caught that Virus. 
LizMaupin, Mon Apr 20 00:21:24 +0000 2020, -119.306608, 37.269176, to the tune of Jolene:🎵 Roseanne, Roseanne, Roseanne, Rosaaaanne!the pandemic wasn’t planned to kill your kind 🎵 
Hempathyst, Mon Apr 20 00:21:25 +0000 2020, -77.604684, 41.117936, Should I get an updated phone with my old lady ass? 🤣 
StreatorHenry, Mon Apr 20 00:21:25 +0000 2020, -89.569491, 44.900818, @DevinNunes You'll be having a flashback to the time you were in the House next year. 
hell0babs, Mon Apr 20 00:21:25 +0000 2020, -87.732013, 41.833585, My dog dug a hole in my mattress today. Really didn’t think she’d be the one to crack first. 
x__nunu__, Mon Apr 20 00:21:25 +0000 2020, -122.085776, 37.641271, my cousin boyfriend is playin the game and all i hear is nigger this nigger that 😟 
Joseph52Russo, Mon Apr 20 00:21:24 +0000 2020, -73.714957, 40.749273, I found you in black and white, and I loVed you then just as I loVe you now. Julia.. You are so analyzing and clean… https://t.co/SKWk6DuKT0 
grillcat3, Mon Apr 20 00:21:25 +0000 2020, -73.929911, 42.867323, @RealJamesWoods He’s the nazi! 
paseoxlsnubes, Mon Apr 20 00:21:25 +0000 2020, -111.498181, 28.969863, @dgo_0319 #QuedateEnCasa 
